,rmse,mean,median,std,min,max,sse
rpe_trans_5m.zip,6.94285681930985,6.856927329247664,7.165961248206617,1.0889483067867858,1.6944480641770536,8.817490119347191,35863.22604519734
rpe_trans_10m.zip,13.968951113139218,13.808375921774354,14.428130020073144,2.111953977774044,6.626856343609146,17.530524803485484,141275.27492572193
rpe_trans_20m.zip,27.577288312479883,27.1888881799137,29.197649959921637,4.612070056903793,16.690202524669733,33.250149530379275,479879.81015254254
